num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,inertia_mean,inertia_std
12,2.7188320251996627,0.13887923391368398,0.0028450600017094984,0.0013253875161751772,53.289917908022176,1.641768377613284,2.2010764001250456,0.050330018896581334,0.3060226180189652,0.012964804112754287,0.5632616382728426,0.014482652073626603,0.9169720038587208,0.020172450000704622,0.41127815955575553,0.011035489445417695,0.12254893950936549,0.009820155707410216,12659.63581673703,76.27668635868939
13,3.10577306219202,0.2262997418735971,0.002758760203141719,0.0006782295670405264,50.547840916931456,1.5237330076421653,2.199627129863493,0.028811989793564276,0.2786302952948965,0.011932649535132763,0.5436399420577521,0.015279203464813155,0.906689310335034,0.0238458809629295,0.39345421775446743,0.011142148477825329,0.11074198756615872,0.003764641234181132,12437.616263869859,66.56649874235045
14,3.064291318200412,0.12051594826115614,0.0030467275995761157,0.0006468488669648222,48.22830223237293,1.2570019994568953,2.249171989416662,0.03576299698532047,0.2633483258092516,0.008322190678979711,0.5422650469896267,0.011249930339682392,0.92411497952202,0.018516239840665305,0.38920708652427,0.00800092582815129,0.11223172216432223,0.0020783075770301578,12229.135368023655,63.988288494629344
15,2.9920087092003085,0.3982637229115406,0.004233747799298726,0.0016342708777946579,46.11557316140066,1.3126192169265938,2.2259279528287452,0.04983936416890102,0.2523908683773452,0.011565465766719527,0.5364670114689956,0.011193511481234888,0.9293878122989995,0.015924818241471697,0.38289045183311526,0.008389718576227764,0.11300581604043991,0.003621598531330102,12054.926187104667,43.38000053799231
16,3.2185325749975164,0.446213329174256,0.004655282202293165,0.0025053317759804157,44.19621932463407,1.1769499239654304,2.2411885930545075,0.03075014176016144,0.24187337208173418,0.008728164945968038,0.5293074107276408,0.009271542577332996,0.9312098127464037,0.017236136902461074,0.3759284426319688,0.006302248435177937,0.11084431514656937,0.0027078369521096237,11875.172433349964,51.9721313772519
17,3.351538222603267,0.39238834917988724,0.0030171248014084994,0.001245127738734853,42.35915876422355,0.8290857106189176,2.1903080544746607,0.045999469237201544,0.23164347749313494,0.01241995108396573,0.5187189768052825,0.007857613279659814,0.9253999628811866,0.010474863517234492,0.3669697191729052,0.006051535185109615,0.11022689863662809,0.007346809847091412,11707.85705585339,45.865813868929095
18,3.778007273800904,0.36482389198626713,0.0026368327991804106,0.0007362616539682821,40.59499084022918,0.7651273067254074,2.224319418620143,0.06107610938640149,0.22633681813932469,0.009635776650166383,0.5161359562721014,0.010581286270167276,0.9329192846426306,0.01739508876960957,0.36367544951362196,0.007498959033896268,0.1113807917664708,0.004217169072247651,11547.69381251073,39.501131536707696
19,3.4810150866018374,0.4903264041901033,0.004069152800366282,0.001982166369115891,39.77498232243789,0.563562975110778,2.171767116865926,0.023091288482002596,0.2146867588875986,0.007036405123449336,0.5130918214292892,0.005207774869079056,0.941978952255211,0.011065350724250788,0.35976051363338163,0.0033658374915425436,0.10944396657420005,0.00827706700456156,11406.930449985579,49.61406976643484
20,3.297127952199662,0.3889805007666142,0.003261515803751536,0.001570034116528333,38.066144726577726,0.8508548212700784,2.1870441803330216,0.04154144510164931,0.2048351276091001,0.013933421199723904,0.5015378658955031,0.009768890420087268,0.9327987636306082,0.01904121348607748,0.3506105441496928,0.006681835661955537,0.10464885328802431,0.0053011735086558945,11280.300850380701,47.399147287373395
25,3.958659248801996,0.7791386455874165,0.003312313597416505,0.0017314634053986447,32.892519627976824,0.8718961904428558,2.166329491958096,0.04379357398541418,0.16711871844935328,0.005229653738460006,0.47838957187229464,0.004812112340426779,0.942460842649413,0.00946691021937227,0.32983788932929137,0.003207134091536453,0.09791143165872744,0.006959291700238793,10748.148274193316,52.27847015047499
30,4.5103832043969305,0.4309941582008082,0.0036412019981071353,0.001178416885449289,29.00210475465165,0.7354764796595793,2.1730480991414862,0.028803765121146727,0.14083254456251118,0.0017288785171000684,0.46281426536200854,0.006654446751749426,0.9559396398982691,0.014674525196832568,0.31618504475444476,0.004121973705200102,0.09135005538731787,0.0036668279705598206,10318.06507168493,58.69886555100355
35,4.255678753199755,0.3194367591813612,0.004154794602072798,0.0017860475079156935,25.863759964759925,0.4769093581178341,2.1831471758237484,0.023787842571276245,0.12552437931952504,0.005043861508810596,0.44736449923789,0.005037127928979722,0.9575794825185063,0.012396985519261265,0.30451104892615966,0.0030747536640724836,0.08608108927704758,0.002726292057903597,10001.250599731118,55.796091720609276
40,5.053985509998165,0.3726577051535449,0.006598522400599905,0.0027184494199355195,23.603282095299896,0.7005031153453151,2.189234955631097,0.06653894469909483,0.11568185320923821,0.009082578235080444,0.4320840883447321,0.008347137743781692,0.9521546774663238,0.014998903711608861,0.294065969244443,0.005744483529923934,0.07799275562884792,0.0035508625801154567,9720.107499537193,43.0386536975797
45,4.364616134800599,0.454153649925846,0.004240428996854462,0.003267936202154003,21.909468631370167,0.5757405515844585,2.12479647464686,0.026816598511110075,0.10217539875093906,0.004245057690542492,0.42112140985263513,0.007812325141152028,0.9576234572367353,0.01577351776629393,0.2862218623925621,0.005058694977550122,0.08129240176780664,0.005176473715219811,9475.220214663535,33.76292502474633
50,5.048569265598781,0.4904105879729511,0.005258721602149308,0.002265893629046711,20.386155124148306,0.6131627218929938,2.100934510138481,0.045634942192946094,0.09242964223602049,0.004638844030934436,0.4096358027277757,0.00526008876100056,0.9577661564612157,0.008787237697779804,0.2785993525866383,0.003648835321165232,0.07205863582863858,0.005910077548872144,9252.851206316263,39.58587703953823
75,6.3619967994018225,0.46496887229447326,0.006456642001285218,0.002408517314192352,15.610742313221408,0.2592350419686001,1.9558983376581218,0.01688399590800666,0.06672089460345176,0.004194258021050683,0.3719618319267757,0.007215996884174814,0.9663009846540088,0.013129608266777523,0.2571681764965038,0.004604805015028654,0.06083250911554028,0.0013489067164005877,8432.312447290584,40.17131123518678
100,6.885569600603776,0.8072921793420009,0.0036888801987515762,0.0011001481002954005,13.143666210358447,0.40727985332380595,1.805996474573068,0.02957798384443792,0.05436145434191273,0.0015932529575352348,0.3458964125273121,0.00409369509559224,0.9739594401544032,0.009537208828172107,0.24551648548250132,0.0023671581137575675,0.04469558553489338,0.009303878721146793,7847.423692025291,29.961248743436848
150,8.777270805402077,0.6443821856340703,0.007179727198672481,0.0029756757333248033,10.790398174156577,0.42161917985371755,1.6153140536586055,0.009921427445794767,0.03863065703815877,0.003139310378807638,0.3025631180429798,0.0040173567488767945,0.972427879781273,0.0029108570320646346,0.22824447692715263,0.001927388753195087,0.024752097083012962,0.0043066580022625605,7025.131827200433,36.415454538029344
195,8.935097661800683,1.7563554888090598,0.00709302400064189,0.0036518715847494725,9.781424571424285,0.3871451046806565,1.4821669054610855,0.036742719126339515,0.0316328110786387,0.002819622157334199,0.27927319421948205,0.004826814822553,0.9758547226757714,0.00796953791722196,0.22063760169497454,0.002437379989627066,0.013927854155108998,0.008008479775716603,6480.602145967861,30.76955027012919
